URL,title,html
https://support.cci.drexel.edu/getting-connected/microsoft-multi-factor-authentication-mfa/microsoft-multi-factor-authentication-or-mfa-change-or-add-mfa-method-include/,Microsoft Multi-Factor Authentication or MFA -- Change or Add MFA Method,"Contact The CCI Helpdesk
Microsoft Multi-Factor Authentication or MFA -- Change or Add MFA Method
Introduction
You can change the phone number for Drexel Office 365 Multi-Factor Authentication or MFA,
or add multiple phone numbers, or add email address, or add or switch to the Authenticator app.

You can even use the Authenticator app on a second phone or mobile device.

Below is how.
Quick Instructions
As long as you signed in somewhere where you don't have to approve MFA,
or you have a working primary or secondary method of MFA,
you don't need DU IT or Drexel accounts to add your new phone number for MFA.

Visit https://aka.ms/mfasetup to set up a new or additional methods of MFA, and get rid of ones that you don't want.
If you have issues logging in with MFA, or want to test your other MFA methods (which you should), note the small little blue ""Sign in another way"" link when you have to approve MFA. 
Try that when testing other MFA methods, or if your primary method of MFA does not work.
The information below shows you how to test this and do this in much more detail, if the above gives you issues.
You always want to test all MFA methods, especially new ones.
In-Depth Instructions
First, open a web browser,
preferably one you do not normally use
(if possible or without much difficulty).
Open a Private or Incognito or InPrivate Window or Tab,
and login to https://portal.office.com 

Once you confirm your existing method of MFA still works, which is VERY IMPORTANT,
close the web browser completely.

If your primary MFA method does not work,
click ""Sign in another way,""
and use one of your secondary MFA methods.

No second MFA method?
Call DU IT accounts at 215-895-2020,
and press 2 & 2 again at prompts.
They need to reset your MFA method.
And assist with setting up a 2nd MFA method as well.
Do not proceed further here in this scenario.

If your existing MFA method works for you,
proceed to step #3 below.

Open a normal & not private window/tab in your preferred web browser,
and login with Drexel userid & password to: 
https://aka.ms/mfasetup
and use your primary MFA method, if prompted.

With “Security info” selected in left navigation panel,
click ""+ Add method""
to add a different phone number,
or email,
or set-up an authenticator app, if you wish.

If an app, the Microsoft Authenticator app is recommended.

Leave this web browser open for now

Open a web browser that is NOT the one you normally use
(if possible or without much difficulty).
Open a Private or Incognito or InPrivate Window or Tab,
and login to https://portal.office.com 

When at the MFA approval step,
click ""Sign in another way,""
and use the secondary MFA methods you just set up.

This steps tests whether your secondary MFA method works.
Which is very important.

If the test fails, repeat all of the above steps again.

If the secondary MFA method works,
close this web browser completely again.

In your preferred web browser,
where you are logged into https://mysignins.microsoft.com ,
check for & remove any non-working MFA methods.
To do so,
click the ""Delete"" link to delete an existing phone number or MFA method.
Further Troubleshooting
For more help, see link below.
Troubleshooting and FAQ's for MFA
Or call the DU IT accounts office at call 215-895-2020. Press 2 & 2 at prompts. BEST TO CALL BETWEEN 9am-5pm Mon-Thurs."
https://support.cci.drexel.edu/getting-connected/discord/ccis-self-assignable-roles/,CCI's Notification Roles,"Contact The CCI Helpdesk
CCI's Notification Roles
Notification Roles:
These roles are for receiving role based pings
Drexel Services
This role gets pinged when a Drexel or CCI related service is not functioning. Some examples include, Outlook (Microsoft) not functioning, Dragonfly3 is down (Drexel), or Tux is not operating (CCI)
Announcements
These are announcements that are not extremely urgent or important to notify the entire CCI community. Instead of bothering @everyone, the Announcements role allows you to decide if you want pings for general server or non-urgent announcments
CCI Jobs
This role is for anyone interested in student jobs at CCI. Some of the most common job postings include: Peer Mentor, Teaching/Course Assistant, or iCommons Student Assistant
Events
This roles is for events hosted by CCI or a Drexel owned club/organization (Such as Women in Computing Society)
If you would like to share Drexel events fill out this form"
https://support.cci.drexel.edu/getting-connected/discord/discord-server-navigation-bar/,Discord -- Server Navigation Bar,"Contact The CCI Helpdesk
Discord -- Server Navigation Bar
The server navigation bar lists the channels in the server. Each channel is a different space where conversations can take place.

Channel types
Text channels
Text channels are denoted with a # symbol, such as ""#general"".
When you click one, you see the message history of that channel, and can type your own messages for everyone else to see.
Voice channels
Voice channels are denoted with a 🔊 symbol, such as ""🔊General"".
When you click a voice channel, the main screen doesn't change, but you join the chat, and can communicate with anyone else in the chat using your speakers and microphone.
Everyone in the chat can be seen listed below the channel, like so:

To leave the voice chat, just push the phone icon with an X at the bottom of the navigation bar. This represents hanging up.

For more information, see the following:
Discord -- Voice chat
Private channels
If a channel has a lock over its symbol, that means it's a private channel. Only some members can see it, and this extends to any messages within. Note that if anyone gets access to the channel later, they will be able to see its full message history just like those who already have access.
If you can see the channel, that means you have access. While you are viewing a private channel, the user list on the right side of the screen will only show members who also have access to that channel.
Category
Many servers group their channels into categories. These are denoted with a ˅ symbol, such as ""˅ INFORMATION"".
Categories are not channels. They start expanded, but you can click to collapse them, or expand them again. Note that if the channel you have open is in a collapsed category, that channel will remain visible until you open a different channel.
Top menu
At the top of the navigation bar is the name of the server. Clicking it will bring up a menu, with these options:

Server boost
This feature requires Discord Nitro, which must be purchased. Clicking it will provide more information, which is mostly irrelevant for the CCI Discord server.
Notification settings
This will allow you to control how and when you receive notifications from the server. See the following for more information:
Discord Notifications
Privacy settings
This will allow you to toggle receiving direct messages from server members. See the following for more information:
Direct Messages in Discord
Hide muted channels
This will cause all muted channels to be invisible in the channel list. Any channel you currently have open will remain visible until you leave it. To make the channels visible again, just uncheck the option.
Leave server
This will remove your account from the server entirely. In order to rejoin, you will need an invitation again.
Bottom menu
At the bottom of the navigation bar is a menu showing your profile picture. For information on this menu, see the following:
Discord -- User Profile and Status"
https://support.cci.drexel.edu/cci-virtual-lab-resources/scp-or-ssh-or-sftp-gui-or-cli/scp-windows-10-powershell-cli-command-line-interface/,SCP & SSH by Windows 10 PowerShell CLI Command Line Interface,"Contact The CCI Helpdesk
SCP & SSH by Windows 10 PowerShell CLI Command Line Interface
Using the SSH CLI for Tux
A CLI is a Command Line Interface. No pictures, no graphics, just text. A CLI Command is what you would type at the command line prompt.
DO NOT ssh into Tux in the same window that you use the SCP command in! 
If you ssh into Tux, you won't be able to scp to/from your local computer (normally).
SSH CLI Commands below:
Command (use if you have issues with above):
ssh yourTuxUserid@tux.cs.drexel.edu
Example:
ssh mjg88@tux.cs.drexel.edu
Connect to remote Tux host.
A password prompt will then be displayed.
Please type in your password
Your password will remain invisible the whole time.
Once you type in your password, simply hit Enter or Return on your keyboard.
SCP Video Instructions
https://1513041.mediaspace.kaltura.com/media/SCP+by+CLI+Command+Line+Interface+in+Windows+10+PowerShell/1_2f2krp68
SCP Can Overwrite/Delete Files & Folders
If you scp a file to Tux or your computer,
and that file name already exists where you are copying it to,
the file you copy overwrites a file with the same name.
If you scp an entire folder to Tux or your computer,
and that folder name already exists where you are copying it to,
the folder you copy overwrites the folder with the same name.

So...
If a file or sub-folder existed in the folder you copied to,
but not in the folder you copied from,
the file or sub-folder gets deleted from the folder you copy to.
So... Back-Up Your Files, Folder, and Data!!
MAKE BACKUPS OR COPIES OF YOUR IMPORTANT FILES!!!
Google the cp command for Linux.
Frequently make copies of files and folders in a SEPARATE folder with a DIFFERENT NAME!!!!
Or use OneDrive. See Office 365 -- OneDrive.
Or Github or Gitlab or some other solution.
SCP Quick Tips
Examples are in next section below. This section provides quick tips.
SCP or Secure Copy Protocol lets you securely copy files or folders between two machines/computers/servers/hosts.
scp is the CLI command, or Command Line Interface command.
scp needs you to specify the source you are copying from & destination to copy to.
So...
scp source_file_or_folder destination_file_or_folder
Specify source (where you copy from) 1st & destination (where you copy to) 2nd.
Always refer to the machine you are *not on* with userid@host:/file/folder/path
Or for some, the old method of: userid@host:/file/folder/path
Always refer to the machine you are *on* with just /file/folder/path
Check file paths. Mistyped file paths are a very common error.
Do NOT ssh into Tux BEFORE you use scp!
For SCP, do NOT ssh into Tux to scp!
DO NOT use the ssh command at all in the same Terminal window when you use scp.
If you ssh into Tux, you won't be able to scp to/from your local computer.
Otherwise...
Your computer would need to be set up as a host on a network,
and you'd need to know the computer hostname,
and a userid that can login via the internet.
You know Tux's hostname and your own username on tux.
SCP PowerShell vs cmd.exe Tips
SCP (and SSH) can now be done in cmd.exe Command Prompt or Powershell.
But make sure OpenSSH client is installed in Windows.
To verify, go to Start menu > Settings > Apps > optional features > scroll down and look for OpenSSH.
This adds SSH functionality to Windows,
and the user can use SSH from the Command Prompt (cmd.exe) or PowerShell.
PowerShell is recommended over cmd.exe, and Windows Terminal over either.
cmd.exe has different commands than li. (Use dir for ls.)
We no longer recommend running either as Administrator.
scp and ssh work without Administrator access.
And...
You can't drag file icons into the cmd.exe or PowerShell window and get the full file path! ;-) ;-) ;-)
For SCP, Windows Terminal Works Too
Windows 11 users have Windows Terminal by default.
Windows 10 users can go to the Microsoft Store if they really want Windows Terminal.
Windows Terminal basically lets you use your choice of either cmd.exe or PowerShell or Linux commands.
The SCP commands covered here work for cmd.exe and PowerShell and Windows Terminal.
SCP Examples in cmd.exe/PowerShell/Windows Terminal
Below are example of how to use SCP. It's the same commands in PowerShell or Windows Terminal or cmd.exe (Windows command prompt).
For ALL of these examples:
Win10userID is your Windows 10 (or 11+) login userid.
""yourTuxUserid"" is your Tux userid.
Do not use mjg88 as either your Tux or Windows 10 (or 11+) userid.
mjg88 is an example for either userid.
pwd command prints outs (shows you) your current folder (working directory) and the full file or folder path of it
ls command lists the files or folders in the current folder (working directory)
cd /path/to/folder changes directory, or navigates to, a different directory or folder
cd sub_folder_name changes directory, or navigates to, a sub-directory or sub-folder of the current folder or directory you are in.
cd ../ changes to the parent directory or goes up one folder level
cd changes directory to your home directory or folder
Example 1
Command:
scp yourTuxUserid@tux.cs.drexel.edu:test.txt ""C: \Users\Win10userID\OneDrive - Drexel University\Desktop""\
Command example:
scp mjg88@tux.cs.drexel.edu:test.txt ""C: \Users\mjg88\OneDrive - Drexel University\Desktop""\
Copying the test.txt file from your remote Tux home folder to your local Windows PC computer's desktop folder.
Quotes needed around the Desktop folder path on your computer because of the spaces in the OneDrive folder name.
Also, need a backslash or \ AFTER the end quote at the end of the file path to indicate it's a folder.
If you use \"" , that escapes the quote and cmd.exe will think you need another line for the rest of the command. Press Ctrl + c to re-enter the command.
Example 2
Command:
scp yourTuxUserid@tux.cs.drexel.edu:test.txt .

Command example:
scp mjg88@tux.cs.drexel.edu:test.txt .
Copying a file named test.txt from your remote Tux home folder to your local Windows PC computer.
The period at the end indicates that the file will be copied to the current directory or folder you are in within cmd.exe or PowerShell.
Example 3
Command:
scp test.txt yourTuxUserid@tux.cs.drexel.edu:test.txt

Command example:
scp test.txt mjg88@tux.cs.drexel.edu:test.txt
Copying a file named test.txt from your local Windows PC to your remote Tux home directory.
You already navigated in cmd.exe or PowerShell to the folder (directory) on your local Windows PC that you want to copy the file from.
Example 4
Command:
scp C:\Users\Win10userID\Downloads\test.txt yourTuxUserid@tux.cs.drexel.edu:test.txt

Command example:
scp C:\Users\mjg88\Downloads\test.txt mjg88@tux.cs.drexel.edu:test.txt
Copying a file named test.txt from your local Windows PC's Downloads folder to your remote Tux home directory.
Example 5
Command:
scp yourTuxUserid@tux.cs.drexel.edu:test.txt C:\Users\Win10userID\Downloads\

Command example:
scp mjg88@tux.cs.drexel.edu:test.txt C:\Users\mjg88\Downloads\
Copy the file test.txt from the remote Tux host to your local Windows PC's Download folder
Example 6
Command:
scp C:\Users\Win10userID\Downloads\test.txt yourTuxUserid@tux.cs.drexel.edu:

Command example:
scp C:\Users\mjg88\Downloads\test.txt mjg88@tux.cs.drexel.edu:
Copy the file ""test.txt"" from your local Windows PC's Desktop folder to the remote Tux host
Note: If you forget the colon or : at the end, you will just create a file named ""yourTuxUserid@tux.cs.drexel.edu"" or ""mjg88@tux.cs.drexel.edu"" in whatever folder or directory you type this command in the cmd.exe or PowerShell.
Example 7
Command:
scp -r test_folder/ yourTuxUserid@tux.cs.drexel.edu:test_folder

Command example:
scp -r test_folder/ mjg88@tux.cs.drexel.edu:test_folder
Copy the folder ""test_folder"" (with a file inside) from your local Windows PC to the user's remote Tux host home directory
Example 8
Command:
scp -r test_folder/ yourTuxUserid@tux.cs.drexel.edu:test-folder-newname
Command example:
scp -r test_folder/ mjg88@tux.cs.drexel.edu:test-folder-newname
Copy the folder ""test_folder"" from your local Windows PC to the your remote Tux host home directory, and rename it as ""test-folder-newname"".
Example 9
Command:
scp -r ""C:\Users\Win10userID\Downloads\test folder""\ yourTuxUserid@tux.cs.drexel.edu:/home/yourTuxUserid/

Command example:
scp -r ""C:\Users\mjg88\Downloads\test folder""\ mjg88@tux.cs.drexel.edu:/home/mjg88/
Copy the folder ""test folder"" (space in the name) from your local Windows PC to your remote Tux host home directory.
Also, need a backslash or \ AFTER the end quote at the end of the file path to indicate it's a folder.
If you use \"" , that escapes the quote and cmd.exe will think you need another line for the rest of the command. Press Ctrl + c to re-enter the command.
Example 10
Command:
scp .\test_folder\test.txt yourTuxUserid@tux.cs.drexel.edu:

Command example:
scp .\test_folder\test.txt mjg88@tux.cs.drexel.edu:
Copy the file ""text.txt"" within the sub-folder or sub-directory ""test_folder"" from your local Windows PC to your remote Tux host home directory.
This copies only that file. Not the entire sub-folder or sub-directory.
We're not renaming the file. And we're placing it at the top of level of your remote Tux host home directory. So no need to specify a folder or sub folder or file name nor a path to a file, folder, or directory.
Example 11
Command:
scp test.txt yourTuxUserid@tux.cs.drexel.edu:test-folder2\
Command example:
scp test.txt mjg88@tux.cs.drexel.edu:test-folder2\
Copy the file ""test.txt"" from your local Windows PC to the sub-folder or sub-directory ""test-folder2"" to your remote Tux host home directory.
Example 12
The screenshot below shows a few examples where spaces are in the folder name and/or file name,
and how to write the scp command accordingly when that occurs.
You need a backslash or \ AFTER the end quote at the end of the file path to indicate it's a folder.
If you use \"" , that escapes the quote and cmd.exe will think you need another line for the rest of the command. Press Ctrl + c to re-enter the command.

SCP CLI Tips on Windows
To use SCP Command Line Interface (CLI) on a Windows device:
Search 'cmd' in the bottom left search bar.
Select 'Command Prompt'.
Do NOT click on 'Run as administrator' unless you have a reason to.
In the cmd, you can change folders or directories by typing 'cd', followed by the folder name or folder-file path, and then click on the 'Enter' or 'Return' key.
Example 1: cd folder_name
Example 2: cd system32
Also, note:
Use 'cd ../' or 'cd ..' to go up 1 folder level or 1 directory level.
Use 'cd ../..' to go up 2 folder levels or 2 directory levels.
2 example screenshots below.




Use 'dir' to displays a list of a directory's files and subdirectories.
The command displays the disk's volume label and serial number,
followed by a list of directories and files on the disk
(including filenames, date, and last modified).
See example screenshots ABOVE and BELOW.

Use 'cd Desktop' to change the directory to the computer's Desktop directory.

When moving files/folders, do NOT use 'mv'.
Use 'move {filename you want to move} '{Desired location to put the file}'


Want a quick way of getting a long and complicated file path (or folder path, or file name)?
Open up File Explorer.
Double-click through folders to navigate to the file or folder.
Drag the file or folder icon from the File Explorer window to the cmd.exe or PowerShell window.
The full file path or folder path should appear in the command prompt line.
Use Home or End buttons to navigate to the start or end of the line.
Typing over characters? Press Insert or Ins to get out of overwrite mode.
Do NOT run as Administrator. Or this will not work.
See https://youtu.be/prVHU1fLR20?t=198

You can easily open cmd.exe or PowerShell in the same folder that you are viewing in File Explorer.
Just type cmd or powershell in the folder path or address line in file explorer.
And press the Enter or Return key.
See https://youtu.be/prVHU1fLR20?t=186

Or look at your command prompt, or type in cd at your command prompt.
You'll get a line showing your current working folder or directory, similar to pwd in linux.

If you type part of a file or folder name, and press the Tab key on your keyboard,
your computer will try to finish the rest of it.
If there are more than one folder or file that starts like that, it will only print some of the letters.
Type in 1 or more, and press Tab again.
You won't be able to do this for files on Tux. Open a different Terminal window, ssh into Tux there, and cd and use pwd to get the file name, then copy/paste.


SCP CLI Common Errors and Troubleshooting
Mistyped or wrong file name or folder path
See #6 & #7 tips above for how to avoid this, but if you mistyped the file name or long folder path or directory path for the file or folder on Tux or your computer, the command will not work (or it will copy something else, or copy somewhere else.
/path/to/file/: No such file or directory
...or...
ssh could NOT resolve hostname c: Temporary failure in name resolution
...or...
usage: scp [-346ABCOpqRrsTv] [-c cipher] [-D sftp_server_path] [-F ssh_config] [-i identity_file]
                     [-J destination] [-l limit] [-o ssh_option] [-P port] [-S program] source ... target
You probably ssh'd into Tux BEFORE you scp'd in the same cmd.exe or PowerShell window.
Your computer would need to have a hostname and be a host or server on the internet for that to work,
and you'd have to specify userid@hostname:/path/to/file/fileORfolder2copy for your own computer, not Tux.
TL;DR?
If your command prompt says:
userid@tux#:~$
You ssh'd into tux.
Type in:
exit
Then try your scp command again.
Do NOT ssh into Tux BEFORE you scp.
In case the above troubleshooting tip still wasn't clear. :-)
scp: error: unexpected filename:
But no filename is listed.
Sometimes, the . command (used to mean ""in the current folder) is listed as a file in a directory, and scp tries to copy it, but it's not a file. So you get this error. You can disregard this error."
https://support.cci.drexel.edu/cci-virtual-lab-resources/tux/tux-web-services-jupyterhub/,Tux Web Services -- Jupyterhub,"Contact The CCI Helpdesk
Tux Web Services -- Jupyterhub
Tagged with: Jupiter Jupyter Jupyterhub Hub Log in tux
Introduction
Jupyterhub is a Tux Web Service, here you can find more info on Tux Web Services.

Instructions for Connecting to Jupyterhub

1. Login to the Drexel Cisco VPN application first.
See our VPN Connection Instructions if you need help.

2. Login to Tux in a Terminal window by typing in the following, with your user id in place of ""tux_userid"";
Old method: ssh tux_userid@tux.cs.drexel.edu
If you don't know how to connect to Tux, here you can find some more detailed instructions.
(New Tux method does not work!)

3. Once you have successfully logged in, Type in the following command:
ssh jupyterhub

4. Now, in a web browser, visit:
https://jupyterhub.cci.drexel.edu
Login with your Tux credentials at the above website.

5. If you encounter an error or problem while following these steps, contact the CCI Helpdesk with a screenshot of the issue."
https://support.cci.drexel.edu/cci-virtual-lab-resources/scp-or-ssh-or-sftp-gui-or-cli/putty-scp-or-pscp/,Putty SCP or PSCP,"Contact The CCI Helpdesk
Putty SCP or PSCP
Introduction
PSCP is PuTTY SCP or PuTTY Secure Copy of files to/from a local computer to a remote server or server node, or secure copy of files between servers or server nodes.
Generally, we recommend the following over PSCP:
FileZilla
Cyberduck
WinSCP
SCP & SSH by Windows 10 PowerShell CLI Command Line Interface
SCP & SSH by Mac Terminal CLI or Command Line Interface
Possibly more options at: SSH, SCP, SFTP GUI or CLI -- Working with Files or Folders on Tux or Remote Hosts
If your instructor really wants someone to use PSCP to copy files, or you simply are curious or have a different need that PSCP could assist with, feel free to proceed, but the above options are usually easier.
PSCP PuTTY - set env variables
Search ""Control Panel"" from the Search bar.


Clicked ""Edit the system environment variables"" from the “System” session.


Choose ""Advanced"" from the top menu bar.
Then choose ""Environment Variables"" at the bottom right. 


Check the path address of user variables.
Clicked the ""Edit"" button under the ""System variables"" session.


Choose the path of PuTTY then clicked ""Edit"".

Video Instructions
https://1513041.mediaspace.kaltura.com/media/Putty+SCP+or+PSCP+File+Transfer/0_a5c65q37
For TUX access, current Tux users would probably use their Drexel username@drexel.edu , and not just their Drexel username. For example, if your Drexel userid was mjg88, you would use mjg88@drexel.edu , and not just mjg88. But if you run into issues, then try using only the Drexel username (so only mjg88 in this example).
Written Instructions
The following Cornell University website has excellent written instructions for using PSCP.
https://it.cornell.edu/managed-servers/transfer-files-using-putty"
https://support.cci.drexel.edu/cci-virtual-lab-resources/open-an-rdp-file-on-a-mac/,Open an RDP file on a Mac,"Contact The CCI Helpdesk
Open an RDP file on a Mac
This page serves as a guide to open RDP files on a MacBook. 
Using VCL 
If your final project instructions mention VCL at all, or a former assignment in the course does, refer to this link: https://support.cci.drexel.edu/cci-virtual-lab-resources/virtual-computing-lab-vcl-duplicate/
Otherwise, skip the link above and follow the next steps.
Not using VCL 
If you are not using VCL 
You can download and install Microsoft Remote Desktop (MS RDP) from the Apple App Store on your Mac laptop.
Link below should open the Apple App store app on your Mac: https://apps.apple.com/app/microsoft-remote-desktop/id1295203466?mt=12
Install MS RDP on your Mac, and then open the app.
Make sure PC's tab/option is selected.
Click Connections menu, or the circled ... icon.
Click ""Import from RDP.""
Double-click the new rectangle (connection) that appears to connect. Or single click a rectangle (connection) and then click the circled ... icon or pencil icon to edit the connection, or for other options.
You'll be asked for a username and password.
The computer you are connecting to HAS to be set-up to allow remote desktop connections.
If you need to set-up a RDP connection, or if the above steps do not work.
Send an email to ihelp@drexel.edu with the following information: 
Course subject code (CS, INFO, CST, SE, DSCI, etc)
Course number
Name of the instructor
Let us know where to find the particular assignment in the Bb Learn course section for this course
Your operating system
And include screenshots of how far you get or what errors you encounter.
The above information is necessary to assist you."
https://support.cci.drexel.edu/cci-virtual-lab-resources/tux/connect-tux-windows-remote-desktop-rdp/,Connect to Tux from Windows - Remote Desktop (RDP),"Contact The CCI Helpdesk
Connect to Tux from Windows - Remote Desktop (RDP)
Remote Desktop allows you to use a full, graphical interface to the Linux compute servers. This can be more convenient when you need to print or use graphical apps like Matlab and Maple.
To connect to Remote Desktop, you'll need to be on Drexel's network, be that a hardwired network jack in your dorm, a Drexel workstation in one of the labs, on DragonFly3 wireless, or connected to VPN if you're off-campus.
There are many apps which can be used for the Remote Desktop Protocol (RDP) which Tux supports, but our instructions support Microsoft Remote Desktop.
Please note that Tux Remote Desktop sessions are closed 5 minutes after you disconnect. Please make sure to save often in case you lose connection to the servers unexpectedly.
Download the Microsoft Store version of Remote Desktop:
https://www.microsoft.com/store/productId/9WZDNCRFJ3PS
Open the Remote Desktop app and click the + button, then choose ""Desktop"":

Type 'xtux.cci.drexel.edu' into the ""PC Name"" field.
If you're on a device with a high resolution display, you may want to choose ""Show More"" and set a reduced screen resolution.

Once you save the connection, you can double-click the machine to connect:
You may be prompted that the connection can't be verified. This is an advanced feature which we aren't yet supporting with Tux, and can be safely dismissed. You may select ""Don't ask me for connections to this computer"" if you'd like.
Next, you'll have to enter your user information. Your username is your Drexel user id (eg abc123), and your password is your Drexel password.

Once you click ""Done"", your connection should open. If you mistyped your password, you'll be asked for it again. You can also disconnect and open a new connection to try again. If you had a previous connection open, you may see a screen saver. Press a key on the keyboard, and you'll be asked to enter your password. Do that and you should get back to your desktop.
To log out, go to the gear/power button at the top right and choose ""Log Out"". "
https://support.cci.drexel.edu/cci-virtual-lab-resources/gpu-workstations/,GPU Workstations,"Contact The CCI Helpdesk
GPU Workstations
These GPU workstations are part of a pilot program to provide more GPU resources for students in the Maker Space. They complement Float and Double, the college's GPU compute servers, and are also part of the Tux ecosystem. We will be replacing or upgrading them with more advanced systems in the future, but wanted to make these resources available so we can learn about how people will use them.
To log in, you can use your Tux credentials. 1st time Tux users visit the same page they would to reset their password in order to initially set their password. This page is at: https://support.cci.drexel.edu/act/tux/reset/
If you have any trouble logging in, please email ihelp@drexel.edu for assistance.
Specs and Software:
Ubuntu 18.04 with all Tux software packages
NVIDIA Cuda 10.1
2x EVGA GeForce GTX 1060 GPUs
Alienware system: 12GB RAM, Intel Core i7 960 CPU
Rainbow system: 16GB RAM, AMD Ryzen 7 2700X CPU
Huion graphics tablet/monitor
To request additional software or make any suggestions on the final machines we install, please send an email to bjb344@drexel.edu with the subject ""GPU Workstation Request/Suggestion"".
We hope you enjoy these workstations!"
https://support.cci.drexel.edu/cci-virtual-lab-resources/tux/connecting-tux-windows-ssh/,Connecting to Tux from Windows - SSH,"Contact The CCI Helpdesk
Connecting to Tux from Windows - SSH
Tagged with: ssh tux
SSH, or Secure SHell, is a way of connecting to the command-line interface of Tux. This is how most courses will expect you to interact with Tux, as it provides access to the full power of Linux and works from anywhere in the world and on network connections ranging from dial-up to FiOS. 
To connect to Tux from Windows, you'll have to install an SSH client. We support logins through PuTTY and the Windows Command Prompt, PowerShell, or Windows Terminal. Other terminal emulators are available and may be used, but are not supported by CCI IT.
Video Instructions
Connecting to Tux from Windows Using the Built-In SSH Client
Connecting to Tux from Windows Using the PuTTY Client
Alternate Video Option: PuTTY SSH Client Video Overview
Built-In SSH Client (Windows 10 and newer)
The following instructions are for connecting to Tux from Windows using the built-in SSH through Command Prompt, PowerShell, or Windows Terminal.
Type ""cmd"" into the search bar to open the Command Prompt. PowerShell or Windows Terminal can be used as well.
Type the following command and press Enter (replace 'abc123' with your Drexel user id):
ssh abc123@tux.cs.drexel.edu
If it is your first time conncecting to Tux from the Windows built-in SSH client, you will be prompted to accept the host key.
Type ""yes"".
When you hit the Enter key, you will be asked to enter your Drexel password.  When you type your password, nothing will show up. This is expected behavior - just type the password in and hit Enter. 
PuTTY Written Instructions
Download PuTTY at https://www.chiark.greenend.org.uk/~sgtatham/putty/latest.html 
You probably want the 32-bit MSI. This will run on practically any Windows machine, and the 64-bit variant does not provide any improvements for most use cases.
Run the MSI installer and accept the default options. This will install PuTTY in your Start menu.
Open PuTTY. Under Host Name, enter tux.cs.drexel.edu and choose the SSH button. You can also type a name for this connection in the text box below ""Saved Sessions"" and click the ""Save"" button so you can load this connection later.

Click ""Open"" and an SSH session will be opened. The terminal will say ""login as:"", and you should enter your Drexel email address (eg abc123) at the prompt and hit the Enter key.

When you hit the Enter key, you will be asked to enter your Drexel password. When you type your password, nothing will show up. This is expected behavior - just type the password in and hit Enter.
That's it! Now you have access to Tux and can use it for your coding assignments."
https://support.cci.drexel.edu/cci-virtual-lab-resources/oracle-or-linux-or-sql-linuxischooldrexeledu/fix-ssh-host-key-error-Oracle-SQL/,Fix SSH host key error for Oracle SQL on linux.cci.drexel.edu,"Contact The CCI Helpdesk
Fix SSH host key error for Oracle SQL on linux.cci.drexel.edu
Introduction
Mac Terminal or Putty or another SSH client or command-line SSH or SCP should be able to connect as normal to Tux. You will need to accept a new host key when connecting. If you have trouble accepting it the RSA key, or get an error about a key or RSA key, try the following.
Windows
In cmd.exe or Powershell, type in:
cd C:\Users\username\.ssh
Where username is your username on the computer you are using.
You can also click folders in File Explorer to get to above.
Open known_hosts file.
Inside the known_hosts file, delete all lines that say
linux.ischool.drexel.edu,129.25.203.45 ssh-rsa
or
linux.cci.drexel.edu,129.25.203.45 ssh-rsa
or
linux.cis.drexel.edu,129.25.203.45 ssh-rsa
Delete the lines if they have different IP addresses as well.
It might be all on *one* line, separated by commas.
You can just delete the entire line.
Once you remove those lines, and save the file, you will be able to connect.
Say ""Yes"" to accept the new host key when prompted.
Mac
Open Terminal, and type in:
cd /Users/username/.ssh
where username is your account name on your Mac.

If you navigate through Finder, click ""View"" > ""Show Path"" par,
look for Macintosh HD or the like at bottom of Finder window, and double-click it.
To go to the .ssh folder, once you are in /Users/username/ ,
press ""Command"" + ""Shift"" + . key which will show the hidden folders on your Mac
Open the file ""known_hosts"" in /Users/username/.ssh using TextEdit app.
Inside the known_hosts file, delete all lines that say
linux.ischool.drexel.edu,129.25.203.45 ssh-rsa
or
linux.cci.drexel.edu,129.25.203.45 ssh-rsa
or
linux.cis.drexel.edu,129.25.203.45 ssh-rsa
Delete the lines if they have different IP addresses as well.
It might be all on *one* line, separated by commas.
You can just delete the entire line.
Save the file and try connecting again.
Once you remove those lines, and save the file, you will be able to connect.
Say ""Yes"" to accept the new host key when prompted.
Linux
Run the command ssh-keygen -f ""/path/to/.ssh/known_hosts"" -R ""linux.ischool.drexel.edu"" 
The path is often ~/.ssh/known_hosts, but may change depending on your system.
You may also need to remove ""linux.cci.drexel.edu"" or ""linux.cis.drexel.edu"".
Connect to linux.cci.drexel.edu
Accept the new Host Key."
